group	key	x
446	pred	3.9
447	pred	3.92
448	pred	3.94
449	pred	3.96
450	pred	3.98
451	pred	4
452	pred	4.02
453	pred	4.04
454	pred	4.06
455	pred	4.08
456	pred	4.1
457	pred	4.12
458	pred	4.14
459	pred	4.16
460	pred	4.18
461	pred	4.2
462	pred	4.22
463	pred	4.24
464	pred	4.26
465	pred	4.28
466	pred	4.3
467	pred	4.32
468	pred	4.34
469	pred	4.36
470	pred	4.38
471	pred	4.4
472	pred	4.42
473	pred	4.44
474	pred	4.46
475	pred	4.48
476	pred	4.5
477	pred	4.52
478	pred	4.54
479	pred	4.56
480	pred	4.58
481	pred	4.6
482	pred	4.62
483	pred	4.64
484	pred	4.66
485	pred	4.68
486	pred	4.7
487	pred	4.72
488	pred	4.74
489	pred	4.76
490	pred	4.78
491	pred	4.8
492	pred	4.82
493	pred	4.84
494	pred	4.86
495	pred	4.88
496	pred	4.9
497	pred	4.92
498	pred	4.94
499	pred	4.96
500	pred	4.98
501	pred	5
