x	key	group
3.6	pred	431
3.62	pred	432
3.64	pred	433
3.66	pred	434
3.68	pred	435
3.7	pred	436
3.72	pred	437
3.74	pred	438
3.76	pred	439
3.78	pred	440
3.8	pred	441
3.82	pred	442
3.84	pred	443
3.86	pred	444
3.88	pred	445
3.9	pred	446
3.92	pred	447
3.94	pred	448
3.96	pred	449
3.98	pred	450
4	pred	451
4.02	pred	452
4.04	pred	453
4.06	pred	454
4.08	pred	455
4.1	pred	456
4.12	pred	457
4.14	pred	458
4.16	pred	459
4.18	pred	460
4.2	pred	461
4.22	pred	462
4.24	pred	463
4.26	pred	464
4.28	pred	465
4.3	pred	466
4.32	pred	467
4.34	pred	468
4.36	pred	469
4.38	pred	470
4.4	pred	471
4.42	pred	472
4.44	pred	473
4.46	pred	474
4.48	pred	475
4.5	pred	476
4.52	pred	477
4.54	pred	478
4.56	pred	479
4.58	pred	480
4.6	pred	481
4.62	pred	482
4.64	pred	483
4.66	pred	484
4.68	pred	485
4.7	pred	486
4.72	pred	487
4.74	pred	488
4.76	pred	489
4.78	pred	490
4.8	pred	491
4.82	pred	492
4.84	pred	493
4.86	pred	494
4.88	pred	495
4.9	pred	496
4.92	pred	497
4.94	pred	498
4.96	pred	499
4.98	pred	500
5	pred	501
